esgType,Sector,industry,Company,locationName,locationGeneralType,locationType,countryName,latitude,longitude,NonGHGAirPollutants,GHGEmissions,SoilPollutants,SolidWaste,WaterPollutants,WaterUse,WaterQuality,waterStressScore,MarineEcosystemUse,FreshwaterEcosystemUse,ProductionProcess,landUsage,TotalSpeciesCount1km,located_within_KBA_or_Not,located_within_WPA_or_Not,area_KBA_1km,area_WPA_1km,distance_Kms_to_closest_KBA,distance_Kms_to_closest_WPA,AnnualHurricaneOccurance250Km,AnnualMaxStormSpeed250Km,AnnualLandslideOccurance25Km,RiverineInundation2030RCP45ReturnPeriod100,RiverineInundation2050RCP45ReturnPeriod100,RiverineInundation2080RCP45ReturnPeriod100,RiverineInundation2030RCP85ReturnPeriod100,RiverineInundation2050RCP85ReturnPeriod100,RiverineInundation2080RCP85ReturnPeriod100,CoastalInundation2030RCP45ReturnPeriod100Percentile95,CoastalInundation2030RCP85ReturnPeriod100Percentile95,CoastalInundation2050RCP45ReturnPeriod100Percentile95,CoastalInundation2050RCP85ReturnPeriod100Percentile95,CoastalInundation2080RCP45ReturnPeriod100Percentile95,CoastalInundation2080RCP85ReturnPeriod100Percentile95,heatwaveRiskScore_2025_RCP45,heatwaveRiskScore_2025_RCP85,heatwaveRiskScore_2050_RCP45,heatwaveRiskScore_2050_RCP85,heatwaveRiskScore_2075_RCP45,heatwaveRiskScore_2075_RCP85,heatwaveRiskScore_2100_RCP45,heatwaveRiskScore_2100_RCP85,coldwaveRiskScore_2025_RCP45,coldwaveRiskScore_2025_RCP85,coldwaveRiskScore_2050_RCP45,coldwaveRiskScore_2050_RCP85,coldwaveRiskScore_2075_RCP45,coldwaveRiskScore_2075_RCP85,coldwaveRiskScore_2100_RCP45,coldwaveRiskScore_2100_RCP85,annualAccumilatedRainfall2030RCP45,annualAccumilatedRainfall2030RCP85,annualAccumilatedRainfall2050RCP45,annualAccumilatedRainfall2050RCP85,annualAccumilatedRainfall2080RCP45,annualAccumilatedRainfall2080RCP85,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_109465,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Saft Power Systems Singapore Office,Office,Office,Singapore,1.326975,103.874689,,,,M,,,,91.81867201,,,Oil and gas services,0.012982969,1014,0,0,0,0,4.144,4.547,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,56,14,84,0,0,0,0,0,0,0,0,172.42,186.75,180.33,164.5,182.58,173.75,2023,,
ESG_109466,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Saft India Office Abhanakuppe,Office,Office,India,12.77310829,77.41308243,,,,M,,,,0,,,Oil and gas services,0.012999558,802,0,0,0,0,5.502,135.943,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,10,7,17,11,28,0,0,0,0,0,0,0,0,61.67,67.67,65.25,67.25,66.67,70.42,2023,4.56,0.47
ESG_109467,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,TotalEnergies Menemen Madeni Yag Fabrikasi,Plant,Oil Plant,Turkey,38.6184167,27.1223056,H,H,L,,L,VH,L,55.30719219,,,Oil and gas refining,0.045888577,495,1,0,2.988,0,0,18.761,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,3,16,0,0,0,0,0,0,0,0,48.58,47.33,47.5,45.58,47.67,42.67,2023,4.01,0.39
ESG_109468,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Saft Osteras Office,Office,Office,Norway,59.9455564,10.5974692,,,,M,,,,16.86766402,,,Oil and gas services,0.041164897,614,0,0,0,0,20.494,1.141,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,73.58,73,71.67,72.92,72,76.42,2023,0,0
ESG_109470,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Saft Moscow Office,Office,Office,Russian Federation,55.7902949,37.5446061,,,,M,,,,59.44835632,,,Oil and gas services,0.079947181,604,0,0,0,0,63.97,4.664,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,5,4,5,6,2,68.75,67.08,69.17,69.92,70.42,69.92,2023,0,0.92
ESG_109471,Energy,Electrical Equipment,TotalEnergies SE,SunPower Toulouse Plant,Plant,Solar Panel Production Plant,France,43.6014181,1.3586036,,,H,M,H,,,13.25863067,,,Electronics and hardware production,0.035436837,741,0,0,0,0,4.93,3.884,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,49.67,52.58,48.67,46.58,48.75,39.75,2023,4.08,0.45
ESG_109474,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Saft Cyprus Office,Office,Office,Cyprus,34.6847622,33.058414,,,,M,,,,17.06641512,,,Oil and gas services,0.001247227,780,0,0,0,0,6.28,1.8,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.42,32.25,30.92,28.25,31.42,24.75,2023,2.27,37.94
ESG_109475,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,SunPower Porcelette Plant,Plant,Photovoltaic Panel Assembly Plant,France,49.16708862,6.658278121,,H,H,,H,VH,L,30.05259931,,VH,Hydropower production,0.023875074,828,0,0,0,0,20.739,2.233,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.17,71.75,72.83,66.58,72.5,69.58,2023,0,0
ESG_109478,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Saft Sanzao Office,Office,Office,China,22.0728684,113.3537774,,,,M,,,,1.345572261,,,Oil and gas services,0.028004569,1623,0,0,0,0,11.245,52.142,17,19,,,,,,,,0,0,0,0,0,0,4,6,19,22,19,36,17,43,0,0,0,0,0,0,0,0,151.92,150.83,151,150.08,149.25,148.67,2023,5.36,2.41
ESG_109480,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Mangassaye Solar Power Plant,Plant,Solar Farm,France,-21.13420437,55.79468663,,H,H,,H,VH,L,0,,VH,Hydropower production,0.275524199,161,0,1,0,3.143,1.636,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.25,103.08,103.67,105.67,101.58,97.17,2023,0,2.68
ESG_109483,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Anelo Plant,Plant,Oil Plant,Argentina,-38.04934234,-68.85706049,,H,L,,L,H,,54.78034577,H,H,Oil and gas transportation,0.897691478,242,0,0,0,0,16.755,22.122,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,9.17,8.17,10,8,8.42,9.08,2023,0.06,0.01
ESG_109484,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Fort Hills Alberta Operations,Plant,Oil Sands Plant,Canada,57.3687804,-111.6348137,,H,L,,L,H,,1.159311138,H,H,Oil and gas transportation,9.354649528,313,0,0,0,0,92.816,41.325,,,,0.074,0.07,0.076,0.074,0.068,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,27,27,24,25,29,23,36.75,38.42,37.92,40.58,40.75,43.33,2023,0.11,0.87
ESG_109485,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Aguada Pichana Plant,Plant,Gas Plant,Argentina,-38.3917252,-69.1613088,,H,L,,L,H,,45.87315799,H,H,Oil and gas transportation,1.711985166,224,0,0,0,0,24.665,44.876,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8.38,7.08,8.62,6.83,7.42,9.42,2023,2.95,0.54
ESG_109487,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Neuquen PMF Gas Plant,Plant,Gas Plant,Argentina,-38.41093799,-68.70687969,,H,L,,L,H,,27.07206092,H,H,Oil and gas transportation,0.013701172,235,0,0,0,0,56.04,58.016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.58,7.83,9.42,7.25,8.42,9.42,2023,0,0.92
ESG_109488,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Neuquen Office,Office,Office,Argentina,-38.95717549,-68.13965179,,,,M,,,,1.524624558,,,Oil and gas services,0.004795849,244,0,0,0,0,83.27,4.695,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9.17,8.83,10.42,7,10.17,9.33,2023,0.56,0.94
ESG_109491,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Dr Benedetti Street Office,Office,Office,Argentina,-38.9538565,-68.0969594,,,,M,,,,1.533051379,,,Oil and gas services,0.003290753,245,0,0,0,0,86.502,8.282,,,,0.74,0.714,0.706,0.75,0.71,0.664,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9.17,8.83,10.42,7,10.17,9.33,2023,14.02,3.24
ESG_109492,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Rio Cullen Plant,Plant,Gas Plant,Argentina,-52.896229,-68.355429,,H,L,,L,H,,19.65780826,H,H,Oil and gas transportation,3.008128867,303,1,0,2.99,0,0,8.016,,,,0.02,0.022,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.92,21.83,20.17,20,21.17,18.75,2023,5.54,31.21
ESG_109493,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Austral Canadon Alfa Plant,Plant,Gas Plant,Argentina,-52.74006355,-68.56516796,,H,L,,L,H,,8.749942259,H,H,Oil and gas transportation,5.104802926,153,1,0,3.143,0,0,20.397,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21.75,20,19.67,20.83,18.33,2023,1.08,1.59
ESG_109499,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Lubricants Plant Pindamonhangaba,Plant,Oil Plant,Brazil,-22.9767619,-45.4625747,,H,L,,L,H,,7.33777128,H,H,Oil and gas transportation,0.045255871,1119,0,0,0,0,20.127,7.738,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.42,97.5,91.5,94.08,98.83,87.67,2023,0.24,0.69
ESG_109501,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,SunPower Milan Office,Office,Office,Italy,45.4674338,9.1733947,,,,M,,,,25.96356539,,,Oil and gas services,0.001746563,829,0,0,0,0,18.829,8.091,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.17,82.33,82.17,79.75,80.67,73.58,2023,0.59,0.42
ESG_109503,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,SunPower Systems Milton Keynes Office,Office,Office,United Kingdom of Great Britain and Northern Ireland,52.0364874,-0.767572,,,,M,,,,35.72610648,,,Oil and gas services,0.019597951,628,0,0,0,0,22.161,3.912,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,55.58,54.08,53.67,54.08,53.25,2023,4.36,3.05
ESG_109504,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Hutchinson Hung Yen Plant,Plant,Chemical Plant,Viet Nam,20.9091955,106.1206287,,H,L,,L,H,,13.78211428,H,H,Oil and gas transportation,0.023564622,937,0,0,0,0,45.292,33.621,,,,0.94,0.88,1.744,1.07,1.71,2.188,0,0,0,0,0,0,13,23,23,33,29,43,32,48,0,0,0,0,0,0,0,0,141.08,139.75,140.25,132.17,135.83,136.67,2023,2.37,1.2
ESG_109505,Energy,Auto Components,TotalEnergies SE,Hutchinson Cristian Plant,Plant,Rubber Manufacture Plant,Romania,45.64671811,25.52022602,M,H,M,H,M,H,L,7.068535791,,,Tyre and rubber production,0.106189178,812,0,0,0,0,8.652,1.997,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,57.67,62.83,60.83,61,61.92,56.92,2023,0,0.49
ESG_109532,Energy,Aerospace & Defense,TotalEnergies SE,Hutchinson Izmir Plant,Plant,Production Plant,Turkey,38.338329,27.131162,H,H,L,,L,,,37.89348288,M,,Distribution,0.055526186,489,0,0,0,0,1.915,15.875,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12,6,17,0,0,0,0,0,0,0,0,51.5,50.33,50.25,48.33,50.42,45.75,2023,4.97,5.47
ESG_109546,Energy,Auto Components,TotalEnergies SE,Hutchinson Sousse Plant,Plant,Rubber Manufacture Plant,Tunisia,35.791222,10.658455,M,H,M,H,M,H,L,65.74203351,,,Tyre and rubber production,0.036857285,440,0,0,0,0,3.622,3.703,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,5,7,14,8,20,0,0,0,0,0,0,0,0,27.92,27.08,26.83,25.33,26,22.83,2023,11.5,2.19
ESG_109549,Energy,Professional Services,TotalEnergies SE,Hutchinson Research & Innovation Singapore,Research Institute,Research Institute,Singapore,1.3553891,103.6921766,M,,H,M,H,H,,87.14277445,,,Infrastructure holdings,0.016962434,1017,0,0,0,0,3.243,8.727,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,59,17,86,0,0,0,0,0,0,0,0,173.33,187.58,180.58,165.42,182.33,174.67,2023,,
ESG_109552,Energy,Auto Components,TotalEnergies SE,Hutchinson Ruma Plant,Plant,Production Plant,Serbia,44.998387,19.7968915,M,H,M,H,M,H,L,0.088025976,,,Tyre and rubber production,0.162700005,734,0,0,0,0,4.569,9.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,50.08,55.5,52.17,51,49.42,45.08,2023,0,0.05
ESG_109557,Energy,Auto Components,TotalEnergies SE,Hutchinson Bouskoura Plant,Plant,Rubber Manufacture Plant,Monaco,33.439537,-7.656503,M,H,M,H,M,H,L,84.47598428,,,Tyre and rubber production,0.012126359,478,0,0,0,0,50.928,30.009,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.17,19.33,18.42,14.08,14.17,11,2023,0,0.24
ESG_109577,Energy,Auto Components,TotalEnergies SE,Hutchinson Chennai Plant,Plant,Production Plant,India,12.8328375,79.9125781,M,H,M,H,M,H,L,78.89813127,,,Tyre and rubber production,0.018284773,760,0,0,0,0,28.944,279.386,1,10,,0,0,0,0,0,0,0,0,0,0,0,0,40,36,41,43,45,59,50,65,0,0,0,0,0,0,0,0,82.92,86.67,90.67,86.58,88.83,89.5,2023,28.42,5.25
ESG_109668,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren La Quercia Solar Photovoltaic Plant,Plant,Solar Farm,Italy,40.261241,18.2724,,H,H,,H,VH,L,44.6526286,,VH,Hydropower production,0.035169699,650,0,0,0,0,10.576,7.623,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,49.17,49.17,46,45.75,46.92,38.58,2023,0,0
ESG_109672,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Restituzione Hydropower Plant,Plant,Hydroelectric Plant,Italy,45.36053598,8.140762,,H,H,,H,VH,L,5.892503977,,VH,Hydropower production,0.040648562,850,0,0,0,0,6.045,7.625,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,70.75,71,70.5,68.08,69.83,62,2023,0.93,6.62
ESG_109674,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Solar Barocco Photovoltaic Plant,Plant,Solar Farm,Italy,40.206978,18.33325,,,L,,L,VH,,46.32840533,,,Solar energy provision,0.057924892,648,0,0,0,0,13.195,8.604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,50.17,50.12,47.21,46.67,47.88,39.75,2023,0,0
ESG_109678,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Office Paris,Office,Office,France,48.8720994,2.2948475,M,,H,M,H,H,,6.971174632,,,Infrastructure holdings,0.025188584,750,0,0,0,0,28.729,8.574,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,56,54.08,51.5,54.67,50.25,2023,6.46,9.14
ESG_109695,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Le Lorrain Solar Photovoltaic Power Plant,Plant,Solar Farm,France,14.8338,-61.075597,,H,H,,H,VH,L,0,,VH,Hydropower production,0.079255937,253,0,1,0,3.143,2.376,0,6,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.33,282.5,285.5,286.17,286.83,286.17,2023,0,0
ESG_109701,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Lecussan Solar Photovoltaic Power Plant,Plant,Solar Farm,France,43.168657,0.510314,,H,H,,H,VH,L,2.025462499,,VH,Hydropower production,0.037238563,759,0,0,0,0,32.171,6.544,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,60.17,62.17,59.92,56.67,59,50.5,2023,0,0.01
ESG_109702,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Reunion Island Solar Photovoltaic Power Plant,Plant,Solar Farm,France,-21.164379,55.805114,,H,H,,H,VH,L,0,,VH,Hydropower production,0.114162655,161,0,1,0.338,3.143,0.597,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.25,103.08,103.67,105.67,101.58,97.17,2023,0,0
ESG_109706,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren Morne Etoile Solar Power Plant,Plant,Solar Farm,France,44.7254796,-0.8077117,,H,H,,H,VH,L,11.58016126,,VH,Hydropower production,5.070094035,775,0,0,0,0.363,14.29,0.7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78.25,82,76.92,76.75,80.08,69.5,2023,0,0.02
ESG_109725,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Total Eren BJL 11 Solar Photovoltaic Power Plant,Plant,Solar Farm,Brazil,-13.327661,-43.354821,,H,H,,H,VH,L,0.027648218,,VH,Hydropower production,0.54651955,744,0,0,0,0,126.238,44.574,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,27,6,61,0,0,0,0,0,0,0,0,59.25,64.08,59.42,68.08,64.08,65.42,2023,0,0
ESG_109794,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Total Quadran Office Beziers,Office,Office,France,43.3620512,3.2506852,,,,M,,,,31.71942376,,,Oil and gas services,0.02427348,875,0,0,0,0,10.718,6.262,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,46.83,47.17,46.88,44,46.83,40.96,2023,0.33,0.07
ESG_111391,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Kiamal Solar Farm,Plant,Solar Farm,Australia,-35.017412,142.299606,,,L,,L,VH,,46.28217162,,,Solar energy provision,9.909264903,436,0,0,0,0,10.267,2.862,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,23.17,24.83,24.42,23.25,24.42,18.67,2023,0,0.01
ESG_111395,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Tarlac Solar Power Plant,Plant,Solar Farm,Philippines,15.380322,120.605691,,H,H,,H,VH,L,47.17100391,,VH,Hydropower production,0.706550329,675,0,0,0,0,13.258,21.009,13,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,42,0,0,0,0,0,0,0,0,197.83,182.83,201.58,193.75,191,191.83,2023,4.14,1.13
ESG_111396,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Battambang Solar Farm,Plant,Solar Farm,Cambodia,13.15902,102.97338,,,L,,L,VH,,0.291885994,,,Solar energy provision,0.724039749,802,0,0,0,0,38.506,32.39,,,,0,0,0,0,0,0,0,0,0,0,0,0,23,27,34,46,39,67,47,77,0,0,0,0,0,0,0,0,101.92,110.25,108.42,107.17,112.08,110.08,2023,0,0.05
ESG_111416,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Benban Solar Power Plant,Plant,Solar Farm,Egypt,24.478929,32.728446,,H,H,,H,VH,L,0.022841154,,VH,Hydropower production,44.22183037,402,0,0,0,0,45.666,42.216,,,,5.114,4.072,5.506,7.75,7.294,8.172,0,0,0,0,0,0,44,44,49,47,48,55,47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0,0
ESG_111418,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Brur Hail Solar Power Plant,Plant,Solar Farm,Israel,31.555979,34.654671,,H,H,,H,VH,L,96.0780636,,VH,Hydropower production,0.174146714,409,0,0,0.212,0,0.759,3.909,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,17,3,26,0,0,0,0,0,0,0,0,28.42,29,28.92,28.33,29.17,26.83,2023,0,0.21
ESG_111420,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Hazeva Solar Power Plant,Plant,Solar Farm,Israel,30.755198,35.275968,,H,H,,H,VH,L,11.87224723,,VH,Hydropower production,0.108994947,363,1,0,3.143,0.351,0,0.699,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,15,20,25,25,37,26,39,0,0,0,0,0,0,0,0,4.58,4.83,4.75,4.42,4.92,3.58,2023,0,0.2
ESG_111423,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Kerem Shalom Solar Power Plant,Plant,Solar Farm,Israel,31.226679,34.288633,,H,H,,H,VH,L,90.34302077,,VH,Hydropower production,0.153752456,356,0,0,0,0,5.837,9.529,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,16,1,25,0,0,0,0,0,0,0,0,15.58,15.92,15.92,15.58,16.08,14.42,2023,0,0
ESG_111424,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Mishmar Hanegev Solar Power Plant,Plant,Solar Farm,Israel,31.369764,34.713188,,H,H,,H,VH,L,82.22009229,,VH,Hydropower production,0.205928668,374,0,0,0,0,4.909,11.119,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,17,3,27,0,0,0,0,0,0,0,0,21.17,21.58,21.58,21,21.67,19.75,2023,0,0.19
ESG_111425,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Talmei Eliyahu Solar Power Plant,Plant,Solar Farm,Israel,31.232629,34.455928,,H,H,,H,VH,L,78.54157495,,VH,Hydropower production,1.341200053,347,1,0,2.69,0,0,3.585,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,16,1,25,0,0,0,0,0,0,0,0,15.67,16.08,16,15.58,16.08,14.42,2023,0,0.15
ESG_111426,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Soroti Solar Power Plant,Plant,Solar Farm,Uganda,1.686182,33.657499,,H,H,,H,VH,L,0.700719359,,VH,Hydropower production,0.137861344,1007,0,0,0,0,5.863,3.388,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,2,9,7,34,0,0,0,0,0,0,0,0,120.75,116.92,116.67,120.92,128.17,135,2023,0,0
ESG_111428,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Caldenes Del Oeste Solar Photovoltaic Power Plant,Plant,Solar Farm,Argentina,-33.2972222,-66.3879722,,H,H,,H,VH,L,0.02180727,,VH,Hydropower production,0.953140205,316,0,0,0,0,20.429,21.764,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,11,0,0,0,0,0,0,0,0,46.58,45.5,45,46.42,46.92,46,2023,0,0
ESG_111429,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Malaspina Wind Farm,Plant,Wind Farm,Argentina,-44.941902,-66.9192287,,,L,,L,,,100,H,M,Wind energy provision,13728.46167,179,0,1,0,3.143,31.193,0,,,,0.024,0.022,0.026,0.028,0.028,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,10.7,12.34,9.68,10.44,11.44,2023,,
ESG_111430,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Vientos los Hercules Wind Farm,Plant,Wind Farm,Argentina,-46.6422459,-68.4030375,,,L,,L,,,18.6219229,H,M,Wind energy provision,14153.8524,171,0,0,0,0,99.852,3.757,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71,11.89,13.35,10.82,10.4,9.86,2023,,
ESG_111432,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Essakane Mine Hybrid Power Plant,Plant,Solar Farm,Burkina Faso,14.36514,0.077735,,H,H,,H,VH,L,0,,VH,Hydropower production,0.277995734,566,0,1,0,3.143,33.092,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,54,51,58,66,64,79,67,87,0,0,0,0,0,0,0,0,26.58,28.33,27.83,22.83,13.08,19,2023,0,3.53
ESG_111434,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Xerodima Solar Farm,Plant,Solar Farm,Greece,37.309472,22.407514,,,L,,L,VH,,31.37591351,,,Solar energy provision,0.069252644,718,0,0,0,0,17.8,7.949,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,63.33,61.5,59.33,61.92,54.58,2023,0,0
ESG_111438,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Ptoon Wind Farm,Plant,Wind Farm,Greece,38.478223,23.320408,,,L,,L,,,44.62359422,H,M,Wind energy provision,1.724927167,690,0,0,0,0,22.261,1.943,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,14,0,0,0,0,0,0,0,0,42.12,41.21,39.17,36.42,38.5,31.71,2023,0,0
ESG_111451,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Dabovo Solar Power Plant,Plant,Solar Farm,Bulgaria,42.60803,25.6296,,H,H,,H,VH,L,14.60217907,,VH,Hydropower production,0.285153362,765,0,0,0,0,13.385,3.635,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.67,46.17,46,44,44.33,38.75,2023,0,0.01
ESG_111453,Energy,Independent Power and Renewable Electricity Producers,TotalEnergies SE,Vinogradets Solar Power Plant,Plant,Solar Farm,Bulgaria,42.264897,24.126176,,H,H,,H,VH,L,12.6908951,,VH,Hydropower production,0.171332012,777,0,0,0,0,7.489,2.73,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39.25,42.67,43,38.42,39.58,32.08,2023,0,0
