esgType,Sector,industry,Company,locationName,locationGeneralType,locationType,countryName,latitude,longitude,NonGHGAirPollutants,GHGEmissions,SoilPollutants,SolidWaste,WaterPollutants,WaterUse,WaterQuality,waterStressScore,MarineEcosystemUse,FreshwaterEcosystemUse,ProductionProcess,landUsage,TotalSpeciesCount1km,located_within_KBA_or_Not,located_within_WPA_or_Not,area_KBA_1km,area_WPA_1km,distance_Kms_to_closest_KBA,distance_Kms_to_closest_WPA,AnnualHurricaneOccurance250Km,AnnualMaxStormSpeed250Km,AnnualLandslideOccurance25Km,RiverineInundation2030RCP45ReturnPeriod100,RiverineInundation2050RCP45ReturnPeriod100,RiverineInundation2080RCP45ReturnPeriod100,RiverineInundation2030RCP85ReturnPeriod100,RiverineInundation2050RCP85ReturnPeriod100,RiverineInundation2080RCP85ReturnPeriod100,CoastalInundation2030RCP45ReturnPeriod100Percentile95,CoastalInundation2030RCP85ReturnPeriod100Percentile95,CoastalInundation2050RCP45ReturnPeriod100Percentile95,CoastalInundation2050RCP85ReturnPeriod100Percentile95,CoastalInundation2080RCP45ReturnPeriod100Percentile95,CoastalInundation2080RCP85ReturnPeriod100Percentile95,heatwaveRiskScore_2025_RCP45,heatwaveRiskScore_2025_RCP85,heatwaveRiskScore_2050_RCP45,heatwaveRiskScore_2050_RCP85,heatwaveRiskScore_2075_RCP45,heatwaveRiskScore_2075_RCP85,heatwaveRiskScore_2100_RCP45,heatwaveRiskScore_2100_RCP85,coldwaveRiskScore_2025_RCP45,coldwaveRiskScore_2025_RCP85,coldwaveRiskScore_2050_RCP45,coldwaveRiskScore_2050_RCP85,coldwaveRiskScore_2075_RCP45,coldwaveRiskScore_2075_RCP85,coldwaveRiskScore_2100_RCP45,coldwaveRiskScore_2100_RCP85,annualAccumilatedRainfall2030RCP45,annualAccumilatedRainfall2030RCP85,annualAccumilatedRainfall2050RCP45,annualAccumilatedRainfall2050RCP85,annualAccumilatedRainfall2080RCP45,annualAccumilatedRainfall2080RCP85,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_187087,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Shanghai Office,Office,Office,China,31.172455,121.387808,M,,H,M,H,H,,41.3691173,,,Infrastructure holdings,0.069071571,553,0,0,0,0,40.004,47.248,5,17,,0.474,0.418,0.568,0.438,0.53,0.548,0,0,0,0,0,0,1,2,6,7,10,13,9,22,0,0,0,0,0,0,0,0,91.08,81.83,88.33,91.67,97.67,94.33,2023,1.99,1.59
ESG_187102,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Consumer Products Services Shanghai Office,Office,Office,China,31.095952,121.314583,M,,H,M,H,H,,51.83061825,,,Infrastructure holdings,0.00513984,563,0,0,0,0,48.043,58.037,5,17,,0.256,0.204,0.316,0.268,0.308,0.332,0,0,0,0,0,0,1,2,6,7,10,13,9,22,0,0,0,0,0,0,0,0,87.33,78.08,84.75,87.92,93.83,90.5,2023,0.56,3.58
ESG_187107,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Product Inspection Shanghai Laboratory,Laboratory,Laboratory,China,31.073441,121.389918,M,,H,M,H,H,,50.49180728,,,Infrastructure holdings,0.014708225,562,0,0,0,0,41.5,54.782,5,17,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,10,13,9,22,0,0,0,0,0,0,0,0,89.67,80.58,87.08,90.17,95.92,92.67,2023,1.59,2.46
ESG_187109,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Shantou Office,Office,Office,China,23.38697,116.71564,M,,H,M,H,H,,95.4628326,,,Infrastructure holdings,0.005823675,798,0,0,0,0,6.316,42.903,1,10,,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,21,21,31,19,41,0,0,0,0,0,0,0,0,133,132.17,135.08,133.42,129.42,131.75,2023,1.09,1.08
ESG_187113,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Shenyang Office,Office,Office,China,41.810142,123.435939,M,,H,M,H,H,,52.28703098,,,Infrastructure holdings,0.107036472,422,0,0,0,0,67.53,151.265,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,16,14,10,13,13,6,10,2,58.67,62.83,61.33,64,57.83,59.17,2023,0,0.85
ESG_187115,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Guang Dong Sheng Office,Office,Office,China,22.583583,113.965093,M,,H,M,H,H,,10.72812172,,,Infrastructure holdings,0.020799354,879,0,0,0,0,6.904,8.666,14,11,,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,25,22,36,19,43,0,0,0,0,0,0,0,0,161,160,160.83,159.04,158.71,158,2023,0,0.09
ESG_187117,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Nan Shan Qu Nanyou Office,Office,Office,China,22.492893,113.929605,M,,H,M,H,H,,7.616095413,,,Infrastructure holdings,0.006352921,1996,0,0,0,0,5.155,3.184,14,11,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.5,157.42,158.17,156.42,156.08,155.42,2023,2.81,1.69
ESG_187125,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Shenzhen Nanshan Office,Office,Office,China,22.542104,113.946589,M,,H,M,H,H,,9.347484031,,,Infrastructure holdings,0.058274457,896,0,0,0,0,5.348,6.519,14,11,,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,25,22,36,19,43,0,0,0,0,0,0,0,0,158.5,157.42,158.17,156.42,156.08,155.42,2023,0.8,2.78
ESG_187126,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Suzhou Jiangsu Office,Office,Office,China,31.297235,120.563941,M,,H,M,H,H,,49.41932536,,,Infrastructure holdings,0.054322381,570,0,0,0,0,90.938,115.493,4,17,,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,10,13,8,22,0,0,0,0,0,0,0,0,79.92,71.25,77.75,80.17,87.67,84,2023,4.28,6.02
ESG_187129,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Nankai District Tianjin Office,Office,Office,China,39.07724,117.142,M,,H,M,H,H,,77.64356886,,,Infrastructure holdings,0.022073682,411,0,0,0,0,11.763,162.857,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,11,6,18,1,0,0,0,0,0,1,0,45.5,53.58,48.75,52.42,48.08,53.83,2023,0,1.89
ESG_187132,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Tian Jin Shi He Xi Qu Office,Office,Office,China,39.097209,117.19782,M,,H,M,H,H,,79.34561262,,,Infrastructure holdings,0.016637771,393,0,0,0,0,15.927,160.366,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,11,6,18,1,0,0,0,0,0,1,0,47.17,54.83,50.08,53.67,49.33,55,2023,0.37,1.51
ESG_187150,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas He Xi Qu Tian Jin Shi China Office,Office,Office,China,39.08222,117.20397,M,,H,M,H,H,,80.98057201,,,Infrastructure holdings,0.038952162,393,0,0,0,0,14.796,158.98,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,11,6,18,1,0,0,0,0,0,1,0,46.42,54.5,49.42,53.33,49.08,54.33,2023,1.58,4.67
ESG_187152,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Binhai Tianjin Office,Office,Office,China,39.035885,117.679598,M,,H,M,H,H,,69.40796749,,,Infrastructure holdings,0.034884545,395,0,0,0,0,22.058,125.035,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,9,4,16,1,1,0,0,0,0,1,0,49.75,57.08,52.42,56.33,52.5,57.42,2023,0,0.09
ESG_187157,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Hu Bei Sheng Office,Office,Office,China,30.612659,114.264211,M,,H,M,H,H,,0.338653796,,,Infrastructure holdings,0.240110827,534,0,0,0,0,38.695,40.42,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,10,16,19,16,29,0,0,0,0,0,0,0,0,101.58,94.5,102.67,99.17,106.5,104.58,2023,0.82,2.3
ESG_187162,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Shaanxi Office,Office,Office,China,34.192569,108.867199,M,,H,M,H,H,,15.43896455,,,Infrastructure holdings,0.037407705,455,0,0,0,0,28.865,114.81,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,7,9,15,0,0,0,0,0,0,0,0,35.83,40.25,44.92,49.67,54.08,54.58,2023,0.8,0.36
ESG_187166,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Physics Laboratory Zhejiang,Laboratory,Laboratory,China,27.956801,120.656423,M,,H,M,H,H,,39.73909269,,,Infrastructure holdings,0.015532295,677,0,0,0,0,19.681,67.35,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,10,16,8,24,0,0,0,0,0,0,0,0,153.58,148.58,150.92,150.17,149.75,150.75,2023,0,2.54
ESG_187176,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Jinhua Zhejiang Office,Office,Office,China,29.318642,120.084211,M,,H,M,H,H,,5.579304189,,,Infrastructure holdings,0.053409293,652,0,0,0,0,72.165,95.861,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,8,12,14,9,23,0,0,0,0,0,0,0,0,128.79,118.21,122.92,122.12,126.42,123.33,2023,3.85,3.69
ESG_187178,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Xiamen Fujian Office,Office,Office,China,24.470155,118.105742,M,,H,M,H,H,,30.77272919,,,Infrastructure holdings,0.009356874,1709,0,0,0,0,12.275,12.272,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,15,16,24,14,33,0,0,0,0,0,0,0,0,105.42,105,106.67,108.33,102.08,103.75,2023,1.44,2.57
ESG_187180,Industrials,Professional Services,Bureau Veritas SA,Bureau Veritas Yundangnei Lake Xiamen Office,Office,Office,China,24.48528,118.115082,M,,H,M,H,H,,31.6888191,,,Infrastructure holdings,0.051876535,1705,0,0,0,0,12.202,12.216,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,15,16,24,14,33,0,0,0,0,0,0,0,0,105.42,105,106.67,108.33,102.08,103.75,2023,0.21,4.08
ESG_1880,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Zeeland Vlissingen Oil Refinery,Refinery,Oil Refinery,Netherlands,51.445634,3.729049,H,H,L,,L,VH,L,44.85958871,,,Oil and gas refining,5.000956161,700,0,0,0,0.048,1.887,0.892,,,,0.126,0.124,0.138,0.126,0.126,0.14,0.95,0.98,1.23,1.28,2.41,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,68.5,68.33,66.25,66.33,67.92,2023,0.91,9.92
ESG_1894,Energy,Metals & Mining,Tenaris SA,Tenaris Tamsa Premium II Steel Plant,Plant,Steel Plant,Mexico,19.160063,-96.236422,,H,,H,,H,,20.52858547,,,Steel production,0.113803893,778,0,0,0,0,9.542,6.264,5,6,,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,19,16,31,18,49,0,0,0,0,0,0,0,0,108.5,109.5,107.67,112.92,110.5,112.92,2023,0.99,0.16
ESG_1903,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Energia Costa Azul Ensenada LNG Terminal,Terminal,Liquefied Natural Gas Terminal,Mexico,31.98841,-116.848523,,H,L,,L,H,,64.09239476,H,H,Oil and gas transportation,0.309406076,998,0,0,0,0,12.165,15.516,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.08,21.83,20.92,19.25,21.5,18.08,2023,12.28,43.6
ESG_1916,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,Laffan Refinery,Refinery,Oil Refinery,Qatar,25.919202,51.541827,H,H,L,,L,VH,L,67.27413357,,,Oil and gas refining,2.11099622,735,0,0,0,0,14.397,10.696,,,,0,0,0,0,0,0,0.13,0.13,0.15,0.16,0.22,0.26,46,49,51,51,51,57,52,63,0,0,0,0,0,0,0,0,7.75,7.92,7.25,6.67,7.67,6.25,2023,7.72,26.88
ESG_1930,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,ELNG LIdku LNG Terminal,Terminal,Oil Terminal,Egypt,31.349163,30.320483,,H,L,,L,H,,0,H,H,Oil and gas transportation,0.993896494,764,0,0,0,0,10.822,17.877,,,,0.394,0.432,0.534,0.568,0.568,0.816,1.17,1.18,1.34,1.38,1.74,1.88,0,0,0,0,0,11,0,23,0,0,0,0,0,0,0,0,14.17,13.83,14.25,13.75,14.33,12.5,2023,27.39,47.22
ESG_1945,Energy,"Oil, Gas & Consumable Fuels",TotalEnergies SE,TotalEnergies La Meda Refinery,Refinery,Biorefinery,France,43.394248,5.100087,H,H,L,,L,VH,L,28.80288747,,,Oil and gas refining,3.971959397,880,0,0,0,0,7.212,2.094,,,,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,43.17,41.17,41.96,39.04,42.75,36.21,2023,6.15,24.24
ESG_194961,Industrials,Road & Rail,Alstom SA,Alstom Vallejo Pintado St Equipment Supplier,Supplier,Railroad Equipment Supplier,United States of America,38.1072998,-122.2779718,H,H,L,,L,,,1.265966296,,,Railway transportation,0.171372712,541,0,0,1.789,0,0.175,1.603,,,,0.05,0.05,0.052,0.05,0.052,0.06,0.16,0.16,0.19,0.2,0.26,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,52.33,51.58,44.17,47.92,46.17,2023,12.59,24.27
ESG_194963,Industrials,Electrical Equipment,Alstom SA,Alstom Grain Valley Plant,Plant,Electric Equipment Manufacturing Plant,United States of America,39.0645751,-94.2158279,,,H,M,H,,,5.245324452,,,Electronics and hardware production,0.084216947,587,0,0,0,0.435,95.559,0.293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,7,11,0,0,0,0,0,0,1,0,88.42,92,91.75,89.75,89,89.17,2023,0,0.7
ESG_194968,Industrials,Road & Rail,Alstom SA,Alstom Transport Hornell Plant,Plant,Rolling Stock Manufacturing Plant,United States of America,42.3155595,-77.6517963,H,H,,L,H,VH,,0,,,Glass making,0.259369257,548,0,0,0,0,68.654,3.815,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,3,2,6,0,73.92,75.75,75.67,74.5,77,79.08,2023,1.67,0.28
ESG_194971,Industrials,Road & Rail,Alstom SA,Alstom Rail Jacksonville Office,Office,Office,United States of America,30.247231,-81.5825763,H,H,L,,L,,,3.444105713,,,Railway transportation,0.040234515,625,0,0,0,0,22.682,6.574,,,,0.208,0.19,0.174,0.164,0.116,0.09,0,0,0,0,0,0,0,3,5,5,10,17,11,28,0,0,0,0,0,0,0,0,102.54,108.79,101.58,103.79,109.17,99.71,2023,0,2.36
ESG_194974,Industrials,Road & Rail,Alstom SA,Alstom Bath Service Center,Service Center,Rolling Stock Service Center,United States of America,42.384864,-77.386467,M,,H,M,H,H,,0,,,Infrastructure holdings,0.137201319,580,0,0,0,0,79.47,9.451,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,1,3,2,6,0,73.17,74.58,74.33,73.33,76,78,2023,0,0
ESG_194985,Industrials,Road & Rail,Alstom SA,Alstom Louisville Transportation Center,Transportation and Logistics Center,Transportation and Logistics Center,United States of America,38.2022041,-85.5574136,,,,M,,,,1.187685805,,,Environmental and facilities services,0.041758645,672,0,0,0,0,71.403,1.409,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,0,0,0,0,0,0,0,0,101.58,104.17,104.58,110.83,105.58,104.75,2023,0,0.3
ESG_194990,Industrials,Road & Rail,Alstom SA,Alstom Transport Naperville Supplier,Supplier,Railroad Equipment Supplier,United States of America,41.7864327,-88.2277574,H,H,L,,L,,,0,,,Railway transportation,0.024495611,639,0,0,0,0,14.637,2.12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.08,84.08,87.5,84.58,88.33,90,2023,0,1.19
ESG_194993,Industrials,Road & Rail,Alstom SA,Alstom New Castle Service Center,Service Center,Rolling Stock Service Center,United States of America,39.6879635,-75.5491369,M,,H,M,H,H,,37.42463203,,,Infrastructure holdings,0.049306323,621,0,0,1.513,0,0.029,5.455,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,9,0,0,0,0,0,0,0,0,96.58,99.5,100.75,100.83,101.25,103.58,2023,1.42,2.87
ESG_194998,Industrials,Road & Rail,Alstom SA,Alstom New York Head Office,Office,Office,United States of America,40.7591502,-73.9695645,M,,H,M,H,H,,96.45706645,,,Infrastructure holdings,0.011986748,1089,0,0,0,0,14.82,3.396,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,101.58,102.08,104,103.83,105.58,107.67,2023,8.06,8.65
ESG_195003,Industrials,Road & Rail,Alstom SA,Alstom Pittsburg Plant,Plant,Rolling Stock Manufacturing Plant,United States of America,38.0162506,-121.8564987,H,H,,L,H,VH,,0.017409374,,,Glass making,0.305026068,506,0,0,0,0,5.032,3.383,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.17,31.92,30.67,23.5,27.33,26.58,2023,0.15,1.66
ESG_195006,Industrials,Road & Rail,Alstom SA,Alstom Pittsburgh Church Road Plant,Plant,Rolling Stock Manufacturing Plant,United States of America,40.3476914,-79.9572126,H,H,M,H,M,H,,1.683511799,,H,Construction,0.119854296,620,0,0,0,0,91.712,2.437,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,0,88,90.67,91.5,93.25,92.17,92.5,2023,0.14,0.01
ESG_195010,Industrials,Road & Rail,Alstom SA,Alstom Plattsburgh Wall St Plant,Plant,Rolling Stock Manufacturing Plant,United States of America,44.677953,-73.469283,H,H,M,H,M,H,,8.813410693,,H,Construction,0.202942596,543,0,0,0,0.026,13.839,0.505,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,6,2,8,2,8,0,68.92,67.25,68.08,66.08,70.67,73.67,2023,2.69,1.43
ESG_195022,Industrials,Road & Rail,Alstom SA,Alstom Henrietta Office,Office,Office,United States of America,43.0568011,-77.6925319,H,H,L,,L,,,0,,,Railway transportation,0.113633836,578,0,0,0,0,23.226,2.917,,,,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,2,0,70.67,72.17,71.33,69.58,72.67,76.08,2023,1.7,1.66
ESG_195033,Industrials,Road & Rail,Alstom SA,Alstom Melbourne Babcock St Office,Office,Office,United States of America,28.0967619,-80.622265,H,H,L,,L,,,16.60770732,,,Railway transportation,0.02310124,565,0,0,0,0,9.601,2.621,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,13,15,19,15,35,0,0,0,0,0,0,0,0,97.58,101.33,97.08,99.08,101,99.5,2023,0,1.52
ESG_195043,Industrials,Road & Rail,Alstom SA,Alstom Warrensburg Office,Office,Office,United States of America,38.7716636,-93.704277,H,H,L,,L,,,2.77133185,,,Railway transportation,0.133219494,570,0,0,0,0,98.243,6.526,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,6,11,0,0,0,0,0,0,1,0,91.33,95.08,94.92,92.75,92.75,92.08,2023,0.39,0.18
ESG_195064,Industrials,Road & Rail,Alstom SA,Alstom Transport West Mifflin Plant,Plant,Rolling Stock Manufacturing Plant,United States of America,40.3500748,-79.9419828,H,H,L,,L,,,1.66041903,,,Railway transportation,0.090827688,620,0,0,0,0,90.994,3.097,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,1,1,2,0,88,90.67,91.5,93.25,92.17,92.5,2023,0,0.04
ESG_195066,Industrials,Road & Rail,Alstom SA,Alstom Montreal Office,Office,Office,Canada,45.5002996,-73.5748977,H,H,L,,L,,,0.017231181,,,Railway transportation,0.005569995,557,0,0,0,0,4.66,1.781,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,11,9,14,6,12,3,84.92,84.08,84.42,82.71,87.33,90.29,2023,0,2.81
ESG_195068,Industrials,Road & Rail,Alstom SA,Alstom Brampton Blair Dr Plant,Plant,Rolling Stock Manufacturing Plant,Canada,43.6949127,-79.7179118,H,H,M,H,M,H,,0.641282714,,H,Construction,0.116316733,600,0,0,0,0,18.728,17.029,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,3,1,4,0,71.25,72.42,71.75,70.75,73.67,77.25,2023,0.15,0.17
ESG_195072,Industrials,Road & Rail,Alstom SA,Ottawa Light Rail Belfast Rd Plant,Plant,Rolling Stock Manufacturing Plant,Canada,45.4148051,-75.6410448,H,H,M,H,M,H,,0.292537264,,H,Construction,0.232849478,569,0,0,0,0,12.549,1.569,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,11,8,12,5,12,2,78.5,76.83,77.83,75.67,79.58,83.83,2023,0,0.28
ESG_195081,Industrials,Road & Rail,Alstom SA,Alstom Toronto Sales Office,Office,Office,Canada,43.6487071,-79.3796584,M,,H,M,H,H,,0.841063913,,,Infrastructure holdings,0.007160275,634,0,0,0,0,3.36,26.923,,,,0.126,0.142,0.148,0.15,0.146,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,2,0,4,0,69.42,70.67,69.75,68.75,71.67,75.17,2023,12.26,4.49
ESG_195085,Industrials,Road & Rail,Alstom SA,Alstom St Bruno Office,Office,Office,Canada,45.5265156,-73.3699588,H,H,L,,L,,,0.019745696,,,Railway transportation,0.07721786,534,0,0,0,0,11.836,2.625,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,11,9,13,7,12,4,85.58,85,85.17,83.5,88.08,91.08,2023,0,0.16
ESG_195092,Industrials,Road & Rail,Alstom SA,Alstom Transport Quebec La Pocatiere Plant,Plant,Rolling Stock Manufacturing Plant,Canada,47.3565341,-70.0608407,H,H,,L,H,VH,,4.037499185,,,Glass making,0.359848929,439,0,0,0,0,26.456,1.038,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,13,12,16,8,13,4,79.67,82.17,80.08,80.83,83.25,85.17,2023,0,0.71
ESG_195095,Industrials,Road & Rail,Alstom SA,Alstom Thunder Bay Plant,Plant,Rolling Stock Manufacturing Plant,Canada,48.358882,-89.300442,H,H,,L,H,VH,,2.70840369,,,Glass making,0.623222472,458,0,0,0,0,316.536,22.738,,,,0.07,0.07,0.072,0.068,0.062,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,19,18,16,15,21,11,66.83,63.08,67.58,65,68.67,73.25,2023,1.32,7.97
ESG_195103,Industrials,Road & Rail,Alstom SA,Alstom Transport Bath Kidd Blvd Plant,Plant,Rolling Stock Manufacturing Plant,Canada,44.2132663,-76.7235062,H,H,M,H,M,H,,0.038929104,,H,Construction,0.052782024,571,0,0,0,0,3.307,21.314,,,,0.232,0.268,0.274,0.312,0.302,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,2,5,2,7,0,81.83,81,80.83,79,82.67,86.83,2023,0,0.63
ESG_195107,Industrials,Road & Rail,Alstom SA,Alstom Chihuahua Services Center,Service Center,Rolling Stock Service Center,Mexico,28.61977873,-106.0703753,M,,H,M,H,H,,40.16345555,,,Infrastructure holdings,0.044047937,569,0,0,0,0,22.981,41.021,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,13,0,0,0,0,0,0,0,0,36.67,37.92,37.25,37.25,32.75,31.5,2023,1.89,0.86
ESG_195120,Industrials,Road & Rail,Alstom SA,Alstom Torre Esmeralda Office,Office,Office,Mexico,19.4287658,-99.2052346,H,H,L,,L,,,8.449514925,,,Railway transportation,0.00524174,617,0,0,0,0,13.17,1.07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.25,63.67,62.25,66,63.08,68.33,2023,0,0.27
ESG_195130,Industrials,Road & Rail,Alstom SA,Alstom Ferrocarrilera Service Center,Service Center,Rolling Stock Service Center,Mexico,19.55707627,-96.91082049,M,,H,M,H,H,,33.89926321,,,Infrastructure holdings,0.003115581,951,0,0,0,0,4.661,0.995,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.42,133.08,131.08,135.5,132.92,134.17,2023,0,0.12
ESG_195133,Industrials,Road & Rail,Alstom SA,Alstom Transporte Ticoman Service Center,Service Center,Rolling Stock Service Center,Mexico,19.5281015,-99.1855327,M,,H,M,H,H,,3.495412708,,,Infrastructure holdings,0.049164443,599,0,0,0,0,10.061,3.257,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.17,61.83,60.33,64.08,61.08,66.17,2023,4.53,1.21
ESG_195140,Industrials,Road & Rail,Alstom SA,Alstom Ciudad Sahagun Palnt,Plant,Rolling Stock Manufacturing Plant,Mexico,19.7709141,-98.5899167,H,H,,L,H,VH,,0,,,Glass making,0.220925983,590,0,0,0,0,30.117,4.47,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.33,42.17,40.5,43.58,41.5,44.92,2023,7.57,2.2
ESG_195145,Industrials,Road & Rail,Alstom SA,Alstom Torre Beta Office,Office,Office,Venezuela (Bolivarian Republic of),10.48956,-66.8287347,M,,H,M,H,H,,65.85736799,,,Infrastructure holdings,0.00492757,1014,0,1,0,3.143,2.281,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.67,80.42,81.33,83.58,82,82.83,2023,3.03,1.69
ESG_195148,Industrials,Road & Rail,Alstom SA,Alstom Bogota Office,Office,Office,Colombia,4.65481,-74.05596,M,,H,M,H,H,,0.512730301,,,Infrastructure holdings,0.003679631,887,0,0,0,0.027,6.317,0.881,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,87.83,95.92,87.42,84.83,90.5,2023,0.65,0.11
ESG_195150,Industrials,Road & Rail,Alstom SA,Alstom Costa Del Leste Office,Office,Office,Panama,9.0083672,-79.4760784,M,,H,M,H,H,,1.483580699,,,Infrastructure holdings,0.015139316,1958,0,0,0,0.056,2.469,0.691,,,,2.408,2.904,3.058,2.604,2.818,3.13,0,0,0.01,0.03,0.15,0.21,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,144.58,140.42,142.25,140.75,139,131.67,2023,4.56,3.86
ESG_195152,Industrials,Road & Rail,Alstom SA,Alstom Mananitas Panama Office,Office,Office,Panama,9.0732462,-79.4089621,H,H,L,,L,,,1.402259791,,,Railway transportation,0.013331506,946,0,0,0,0,4.344,3.958,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,141.67,137.25,138.92,137.5,135.83,128.5,2023,,
