Location,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_184192,2023,1.14,10.05
ESG_184196,2023,0.0,0.56
ESG_184198,2023,0.47,0.2
ESG_184201,2023,0.0,1.33
ESG_184204,2023,0.0,0.18
ESG_184206,2023,0.0,0.48
ESG_184207,2023,1.69,8.08
ESG_184210,2023,0.0,4.84
ESG_184211,2023,0.0,0.02
ESG_184216,2023,2.29,1.64
ESG_184218,2023,0.0,16.84
ESG_184219,2023,0.78,23.93
ESG_184227,2023,0.0,0.08
ESG_184238,2023,0.0,25.07
ESG_184239,2023,0.0,0.11
ESG_184240,2023,7.43,5.41
ESG_184242,2023,0.0,0.68
ESG_184245,2023,6.36,4.52
ESG_184246,2023,1.53,2.64
ESG_184248,2023,0.0,4.52
ESG_184250,2023,6.74,11.69
ESG_184253,2023,0.0,0.23
ESG_184258,2023,0.74,0.18
ESG_184261,2023,5.18,2.89
ESG_184292,2023,0.55,26.96
ESG_184295,2023,0.0,0.99
ESG_184297,2023,0.62,0.34
ESG_184299,2023,0.0,0.14
ESG_184300,2023,1.29,7.54
ESG_184301,2023,0.0,0.41
ESG_184303,2023,0.0,0.33
ESG_184304,2023,0.0,1.33
ESG_184311,2023,,
ESG_184314,2023,0.0,0.74
ESG_184315,2023,,
ESG_184320,2023,2.55,1.44
ESG_184321,2023,0.0,0.17
ESG_184323,2023,0.0,0.0
ESG_184325,2023,0.49,0.91
ESG_184327,2023,0.0,1.98
ESG_184328,2023,0.0,16.08
ESG_184333,2023,0.0,0.54
ESG_184334,2023,0.0,3.53
ESG_184337,2023,0.0,0.37
ESG_184338,2023,1.72,1.39
ESG_184342,2023,14.02,36.46
ESG_184344,2023,2.97,0.68
ESG_184346,2023,0.57,0.08
ESG_184348,2023,13.37,53.89
ESG_184349,2023,0.0,0.24
ESG_184353,2023,0.0,0.33
ESG_184354,2023,,
ESG_184355,2023,3.22,0.92
ESG_184356,2023,,
ESG_184358,2023,10.58,27.7
ESG_184359,2023,3.72,10.26
ESG_184361,2023,0.0,0.0
ESG_184363,2023,0.78,0.76
ESG_184369,2023,0.0,4.63
ESG_184372,2023,,
ESG_184373,2023,,
ESG_184374,2023,0.0,1.28
ESG_184376,2023,0.0,0.89
ESG_184377,2023,0.0,0.06
ESG_184381,2023,,
ESG_184383,2023,2.21,0.17
ESG_184385,2023,0.58,0.85
ESG_184387,2023,11.31,4.03
ESG_184389,2023,1.52,0.85
ESG_184392,2023,0.64,0.09
ESG_184394,2023,1.32,1.56
ESG_184396,2023,0.62,21.54
ESG_184397,2023,0.0,10.62
ESG_184400,2023,0.0,26.32
ESG_184410,2023,0.0,0.31
ESG_184411,2023,0.26,5.72
ESG_184414,2023,10.6,7.83
ESG_184416,2023,1.16,20.78
ESG_184434,2023,0.0,0.01
ESG_184435,2023,0.0,0.59
ESG_184438,2023,1.25,0.98
ESG_184440,2023,0.0,1.7
ESG_184453,2023,0.0,0.37
ESG_184455,2023,2.34,8.11
ESG_184468,2023,0.53,0.32
ESG_184469,2023,0.48,0.35
ESG_184471,2023,1.46,0.16
ESG_184473,2023,0.0,3.69
ESG_184475,2023,6.13,6.16
ESG_184478,2023,2.58,1.01
ESG_184480,2023,0.0,0.05
ESG_184485,2023,0.0,10.66
ESG_184486,2023,2.69,0.66
ESG_184487,2023,1.42,2.52
ESG_184490,2023,0.51,1.9
ESG_184492,2023,1.1,1.19
ESG_184493,2023,0.0,0.21
ESG_184496,2023,0.0,0.16
ESG_184497,2023,1.94,48.19
ESG_184499,2023,0.0,0.01
ESG_184501,2023,0.0,0.07
ESG_184502,2023,3.48,0.6
ESG_184503,2023,2.68,0.51
ESG_184505,2023,0.0,0.05
ESG_184506,2023,0.0,0.0
ESG_184512,2023,0.0,27.25
ESG_184514,2023,0.0,6.23
ESG_184516,2023,0.74,2.71
ESG_184526,2023,0.71,0.57
ESG_184536,2023,0.75,2.55
ESG_184537,2023,4.27,1.71
ESG_184545,2023,0.0,0.01
ESG_184550,2023,3.68,16.53
ESG_184552,2023,0.35,0.27
ESG_184555,2023,,
ESG_184558,2023,1.55,65.37
ESG_184561,2023,5.63,23.22
ESG_184565,2023,0.0,0.07
ESG_184566,2023,21.21,5.39
ESG_184572,2023,0.0,0.03
ESG_184581,2023,0.0,1.25
ESG_184582,2023,0.0,2.61
ESG_184586,2023,1.47,2.63
ESG_184589,2023,0.0,0.28
ESG_184593,2023,6.21,4.14
ESG_184602,2023,0.0,1.18
ESG_184603,2023,0.0,0.26
ESG_184605,2023,0.0,1.3
ESG_184607,2023,0.0,0.56
ESG_184611,2023,0.0,22.96
ESG_184612,2023,0.0,14.27
ESG_184616,2023,0.0,0.67
ESG_184619,2023,0.0,2.01
ESG_184620,2023,0.0,0.06
ESG_184623,2023,1.32,0.07
ESG_184661,2023,0.38,0.84
ESG_184663,2023,0.0,0.05
ESG_184666,2023,0.0,19.97
ESG_184667,2023,0.0,0.92
ESG_184669,2023,18.47,20.22
ESG_184671,2023,0.0,0.15
ESG_184675,2023,0.0,1.34
ESG_184677,2023,0.0,16.14
ESG_184681,2023,0.0,3.71
ESG_184683,2023,1.41,0.73
ESG_184684,2023,4.78,9.79
ESG_184689,2023,2.69,2.54
ESG_184695,2023,0.0,0.3
ESG_184698,2023,0.22,0.15
ESG_184701,2023,0.0,1.01
ESG_184706,2023,0.0,0.0
ESG_184710,2023,0.0,0.0
ESG_184868,2023,,
ESG_184871,2023,0.61,0.64
ESG_184875,2023,1.03,0.57
ESG_184876,2023,1.86,2.9
ESG_184879,2023,0.0,0.14
ESG_184881,2023,0.0,8.68
ESG_184883,2023,0.0,15.95
ESG_184886,2023,0.0,0.03
ESG_184888,2023,0.0,0.65
ESG_184891,2023,0.0,1.54
ESG_184894,2023,0.0,3.15
ESG_184896,2023,0.0,5.28
ESG_184900,2023,0.0,0.46
ESG_184903,2023,0.0,0.36
ESG_184906,2023,0.12,0.44
ESG_184910,2023,100.0,97.72
ESG_184914,2023,0.88,0.7
ESG_184917,2023,0.62,0.25
ESG_184920,2023,1.72,0.32
ESG_184922,2023,0.0,1.15
ESG_184933,2023,0.0,7.1
ESG_184942,2023,1.86,4.18
ESG_184944,2023,1.22,2.35
ESG_184954,2023,0.86,0.59
ESG_184956,2023,0.0,0.66
ESG_184958,2023,0.62,0.51
ESG_184963,2023,3.14,18.26
ESG_184964,2023,1.08,0.65
ESG_184967,2023,0.0,0.14
ESG_184969,2023,14.98,8.73
ESG_184974,2023,3.18,4.81
ESG_184976,2023,0.0,0.08
ESG_184979,2023,3.89,13.29
ESG_184981,2023,7.34,1.77
ESG_184983,2023,0.0,1.63
ESG_184993,2023,1.26,2.69
ESG_184995,2023,9.33,4.72
ESG_184996,2023,4.04,6.01
ESG_184998,2023,6.63,0.38
ESG_184999,2023,0.0,0.1
ESG_185001,2023,0.0,0.24
ESG_185002,2023,10.69,10.67
ESG_185006,2023,0.0,4.25
ESG_185007,2023,0.38,42.58
ESG_185009,2023,0.47,2.64
ESG_185019,2023,0.67,0.44
ESG_185021,2023,0.24,0.23
ESG_185023,2023,0.0,0.04
ESG_185025,2023,0.6,0.68
ESG_185029,2023,0.0,0.3
ESG_185030,2023,0.0,0.58
ESG_185037,2023,0.0,2.53
ESG_185039,2023,0.0,0.16
ESG_185040,2023,4.95,40.75
ESG_185041,2023,0.0,3.23
ESG_185042,2023,0.0,0.09
ESG_185046,2023,,
ESG_185051,2023,0.0,27.16
ESG_185054,2023,0.0,29.3
ESG_185058,2023,0.0,0.03
ESG_185060,2023,0.0,1.0
ESG_185061,2023,0.0,0.0
ESG_185065,2023,0.55,0.73
ESG_185066,2023,0.69,1.03
ESG_185071,2023,2.02,1.11
ESG_185073,2023,0.88,0.88
ESG_185075,2023,0.0,2.11
ESG_185077,2023,0.0,0.14
ESG_185080,2023,0.0,0.57
ESG_185084,2023,0.0,0.3
ESG_185092,2023,0.23,0.11
ESG_185098,2023,0.0,0.13
ESG_185101,2023,0.0,0.13
ESG_185107,2023,0.27,0.45
ESG_185112,2023,0.0,32.59
ESG_185114,2023,0.27,0.32
ESG_185117,2023,0.0,0.19
ESG_185119,2023,1.62,2.78
ESG_185138,2023,0.83,0.04
ESG_185142,2023,6.17,36.03
ESG_185143,2023,1.09,2.56
ESG_185145,2023,4.71,3.34
ESG_185187,2023,0.38,1.03
ESG_185190,2023,0.0,0.94
ESG_185192,2023,13.08,4.88
ESG_185194,2023,1.61,5.61
ESG_185196,2023,0.0,0.08
ESG_185198,2023,0.42,20.87
ESG_185199,2023,0.0,0.82
ESG_185200,2023,0.0,1.09
ESG_185202,2023,22.87,18.45
ESG_185204,2023,0.0,6.74
ESG_185205,2023,5.78,14.74
ESG_185207,2023,4.99,2.65
ESG_185209,2023,2.14,2.59
ESG_185210,2023,0.96,1.16
ESG_185216,2023,0.0,0.1
ESG_185219,2023,0.0,0.03
ESG_185222,2023,0.0,0.86
ESG_185223,2023,0.0,0.79
ESG_185224,2023,0.0,0.77
ESG_185227,2023,0.0,0.6
ESG_185228,2023,3.6,1.26
ESG_185229,2023,0.0,0.33
ESG_185238,2023,0.0,0.21
ESG_185240,2023,0.0,0.03
ESG_185241,2023,1.69,1.03
ESG_185242,2023,,
ESG_185271,2023,0.0,27.44
ESG_185272,2023,13.78,48.53
ESG_185273,2023,0.0,2.69
ESG_185288,2023,0.56,5.2
ESG_185289,2023,0.0,0.15
ESG_185293,2023,0.0,0.13
ESG_185299,2023,0.0,2.88
ESG_185308,2023,0.34,10.11
ESG_185312,2023,,
ESG_185314,2023,,
ESG_185322,2023,0.0,20.19
ESG_185339,2023,2.92,1.82
ESG_185342,2023,2.51,13.98
ESG_185345,2023,14.81,5.77
ESG_185351,2023,1.83,0.26
ESG_185356,2023,0.0,0.74
ESG_185359,2023,0.0,0.09
ESG_185379,2023,5.1,6.32
ESG_185380,2023,0.0,0.2
ESG_185382,2023,0.0,0.38
ESG_185384,2023,0.0,0.56
ESG_185385,2023,0.41,0.58
ESG_185390,2023,2.86,4.48
ESG_185391,2023,0.0,0.39
ESG_185397,2023,0.0,37.44
ESG_185399,2023,0.9,0.49
ESG_185402,2023,0.27,0.2
ESG_185404,2023,0.0,0.2
ESG_185407,2023,0.0,0.26
ESG_185410,2023,1.39,12.44
ESG_185418,2023,0.26,0.15
ESG_185420,2023,0.78,4.36
ESG_185422,2023,1.3,7.01
ESG_185427,2023,0.4,27.49
ESG_185428,2023,0.56,0.29
ESG_185430,2023,0.0,0.44
ESG_185431,2023,0.0,0.31
ESG_185437,2023,1.19,0.51
ESG_185438,2023,0.0,0.22
ESG_185439,2023,0.0,0.1
ESG_185450,2023,15.02,6.59
ESG_185452,2023,18.0,52.05
ESG_185454,2023,3.38,1.2
ESG_185467,2023,0.0,0.42
ESG_185468,2023,0.0,0.07
ESG_185476,2023,9.34,8.07
ESG_185480,2023,0.0,0.26
ESG_185486,2023,0.2,0.15
ESG_185492,2023,0.94,0.35
ESG_185493,2023,0.0,5.14
ESG_185499,2023,0.0,0.13
ESG_185503,2023,2.32,0.77
ESG_185505,2023,0.0,0.14
ESG_185508,2023,0.0,0.77
ESG_185513,2023,0.0,0.93
ESG_185514,2023,0.0,0.49
ESG_185516,2023,0.0,0.22
ESG_185526,2023,0.0,0.03
ESG_185530,2023,2.49,0.15
ESG_185533,2023,0.0,0.17
ESG_185535,2023,0.0,0.66
ESG_185537,2023,1.54,0.41
ESG_185540,2023,8.98,9.02
ESG_185545,2023,0.0,0.12
ESG_185551,2023,0.8,0.23
ESG_185556,2023,1.23,0.43
ESG_185595,2023,1.18,0.29
ESG_185597,2023,0.09,1.43
ESG_185599,2023,0.28,10.39
ESG_185603,2023,11.9,0.66
ESG_185606,2023,18.86,6.28
ESG_185612,2023,0.0,0.46
ESG_185614,2023,0.93,0.05
ESG_185616,2023,2.24,3.99
ESG_185623,2023,3.38,8.2
ESG_185628,2023,0.0,36.93
ESG_185632,2023,10.38,23.82
ESG_185650,2023,0.0,1.28
ESG_185656,2023,0.0,0.0
ESG_185657,2023,0.0,13.03
ESG_185658,2023,0.0,0.02
ESG_185660,2023,0.0,0.0
ESG_185667,2023,0.0,0.05
ESG_185669,2023,0.0,0.0
ESG_185675,2023,0.0,0.0
ESG_185678,2023,0.0,0.32
ESG_185679,2023,0.0,0.0
ESG_185680,2023,0.0,0.1
ESG_185684,2023,0.0,0.03
ESG_185691,2023,0.0,0.02
ESG_185696,2023,0.0,0.06
ESG_185698,2023,0.0,1.31
ESG_185700,2023,0.0,0.3
ESG_185706,2023,0.0,0.67
ESG_185713,2023,0.0,8.82
ESG_185715,2023,0.0,0.0
ESG_185716,2023,0.0,0.14
ESG_185717,2023,0.0,12.44
ESG_185720,2023,0.64,0.25
ESG_185722,2023,0.0,0.84
ESG_185730,2023,0.0,0.0
ESG_185732,2023,0.0,0.0
ESG_185736,2023,0.0,11.23
ESG_185744,2023,0.0,0.0
ESG_185747,2023,0.0,0.0
ESG_185769,2023,0.0,0.0
ESG_185771,2023,0.0,0.06
ESG_185776,2023,0.0,0.02
ESG_185781,2023,0.0,0.01
ESG_185792,2023,2.6,0.27
ESG_185795,2023,0.0,0.0
ESG_185797,2023,2.1,4.67
ESG_185806,2023,,
ESG_185808,2023,,
ESG_185809,2023,0.0,0.15
ESG_185825,2023,0.0,0.22
ESG_185826,2023,6.1,25.58
ESG_185827,2023,1.16,0.94
ESG_185830,2023,0.76,17.33
ESG_185832,2023,0.0,1.82
ESG_185833,2023,1.08,0.69
ESG_185835,2023,0.0,1.22
ESG_185837,2023,8.24,3.95
ESG_185845,2023,6.99,14.68
ESG_185847,2023,1.06,10.48
ESG_185853,2023,1.1,0.8
ESG_185858,2023,6.11,11.63
ESG_185861,2023,5.1,9.36
ESG_185862,2023,4.97,6.36
ESG_185865,2023,1.84,0.71
ESG_185866,2023,8.73,6.11
ESG_185867,2023,7.81,4.56
ESG_185872,2023,11.46,8.78
ESG_185873,2023,9.36,11.01
ESG_185877,2023,7.01,1.27
ESG_185878,2023,5.02,3.59
ESG_185881,2023,5.14,1.91
ESG_185885,2023,3.43,2.35
ESG_185888,2023,2.96,1.46
ESG_185890,2023,5.98,6.69
ESG_185892,2023,7.79,7.42
ESG_185897,2023,4.99,5.23
ESG_185899,2023,11.97,18.2
ESG_185901,2023,15.5,8.27
ESG_185903,2023,5.18,2.1
ESG_185921,2023,6.59,23.41
ESG_185925,2023,4.44,1.62
ESG_185939,2023,,
ESG_185941,2023,,
ESG_185975,2023,2.94,1.68
ESG_185979,2023,0.5,0.48
ESG_185982,2023,0.0,0.02
ESG_185985,2023,,
ESG_185986,2023,,
ESG_185988,2023,1.27,12.95
ESG_185991,2023,0.0,2.67
ESG_185993,2023,0.63,0.14
ESG_185994,2023,0.0,0.09
ESG_185997,2023,0.79,0.3
ESG_186005,2023,1.22,0.28
ESG_186008,2023,,
ESG_186010,2023,,
ESG_186013,2023,0.0,0.01
ESG_186016,2023,0.0,0.17
ESG_186017,2023,0.0,8.13
ESG_186018,2023,0.0,0.32
ESG_186019,2023,0.0,0.0
ESG_186020,2023,26.8,27.38
ESG_186021,2023,0.0,32.47
ESG_186022,2023,30.34,40.02
ESG_186027,2023,4.56,0.6
ESG_186028,2023,0.79,1.05
ESG_186029,2023,2.07,0.81
ESG_186030,2023,0.0,1.18
ESG_186031,2023,0.0,44.11
ESG_186034,2023,0.0,29.88
ESG_186035,2023,0.0,19.83
ESG_186036,2023,0.0,15.58
ESG_186041,2023,,
ESG_186043,2023,,
ESG_186044,2023,,
ESG_186054,2023,,
ESG_186055,2023,,
ESG_186057,2023,0.51,26.39
ESG_186065,2023,,
ESG_186074,2023,26.29,4.4
ESG_186079,2023,,
ESG_186082,2023,,
ESG_186085,2023,0.0,39.75
ESG_186089,2023,5.56,1.15
ESG_186091,2023,13.64,1.41
ESG_186094,2023,1.08,0.94
ESG_186103,2023,0.0,1.57
ESG_186107,2023,0.0,1.97
ESG_186110,2023,0.88,0.17
ESG_186111,2023,0.41,17.2
ESG_186118,2023,2.16,2.29
ESG_186122,2023,5.18,0.3
ESG_186125,2023,0.0,26.59
ESG_186131,2023,3.87,2.31
ESG_186134,2023,12.08,3.99
ESG_186138,2023,9.9,3.93
ESG_186141,2023,1.35,0.63
ESG_186152,2023,2.0,0.92
ESG_186156,2023,0.19,0.57
ESG_186160,2023,0.0,0.16
ESG_186163,2023,28.92,19.41
ESG_186165,2023,0.0,0.01
ESG_186172,2023,0.0,0.16
ESG_186177,2023,0.0,0.89
ESG_186183,2023,0.3,0.96
ESG_186185,2023,1.35,30.96
ESG_186187,2023,1.56,31.5
ESG_186216,2023,0.29,0.03
ESG_186219,2023,0.0,0.21
ESG_186220,2023,0.77,5.6
ESG_186224,2023,0.0,20.64
ESG_186228,2023,2.69,0.53
ESG_186229,2023,8.29,14.62
ESG_186232,2023,0.2,0.03
ESG_186236,2023,9.5,28.65
ESG_186238,2023,0.0,0.22
ESG_186245,2023,0.67,11.81
ESG_186249,2023,0.86,1.07
ESG_186251,2023,0.0,0.11
ESG_186252,2023,0.0,6.63
ESG_186254,2023,0.0,0.3
ESG_186256,2023,0.0,0.25
ESG_186262,2023,1.94,33.91
ESG_186263,2023,4.4,12.13
ESG_186265,2023,0.0,0.14
ESG_186266,2023,3.83,0.86
ESG_186267,2023,12.06,32.03
ESG_186270,2023,1.94,34.61
ESG_186272,2023,0.0,28.9
ESG_186274,2023,0.0,1.16
ESG_186276,2023,0.13,0.18
ESG_186278,2023,0.0,0.92
ESG_186280,2023,0.38,0.27
ESG_186285,2023,6.71,14.93
ESG_186286,2023,0.0,0.07
ESG_186287,2023,7.77,6.83
ESG_186296,2023,5.34,1.0
ESG_186299,2023,27.78,21.69
ESG_186300,2023,3.16,2.64
ESG_186304,2023,5.68,0.43
ESG_186308,2023,0.41,27.49
ESG_186312,2023,16.98,29.56
ESG_186315,2023,0.23,55.24
ESG_186316,2023,0.0,0.73
ESG_186326,2023,0.32,1.1
ESG_186335,2023,0.0,1.8
ESG_186338,2023,0.0,0.11
ESG_186342,2023,0.0,0.02
ESG_186343,2023,0.25,0.16
ESG_186347,2023,0.41,0.05
ESG_186352,2023,0.0,11.46
ESG_186356,2023,,
ESG_186374,2023,,
ESG_186378,2023,,
ESG_186381,2023,,
ESG_186385,2023,0.38,15.74
ESG_186386,2023,0.97,0.31
ESG_186388,2023,0.44,2.67
ESG_186390,2023,0.0,0.04
ESG_186410,2023,0.0,22.07
ESG_186416,2023,0.0,0.32
ESG_186418,2023,1.75,0.66
ESG_186420,2023,0.0,0.09
ESG_186426,2023,17.2,6.43
ESG_186429,2023,0.0,0.2
ESG_186431,2023,0.0,0.57
ESG_186435,2023,18.68,13.57
ESG_186439,2023,0.0,0.05
ESG_186440,2023,5.47,37.8
ESG_186444,2023,0.2,0.1
ESG_186445,2023,0.0,1.28
ESG_186446,2023,12.96,3.43
ESG_186449,2023,15.29,5.15
ESG_186457,2023,3.55,0.34
ESG_186459,2023,5.67,5.18
ESG_186465,2023,10.0,10.49
ESG_186466,2023,0.77,0.32
ESG_186467,2023,0.0,18.88
ESG_186468,2023,4.57,0.84
ESG_186471,2023,0.0,4.57
ESG_186473,2023,4.55,0.23
ESG_186475,2023,4.02,4.96
ESG_186476,2023,8.43,1.67
ESG_186479,2023,0.35,19.84
ESG_186483,2023,0.0,2.54
ESG_186484,2023,33.95,53.32
ESG_186492,2023,0.45,20.82
ESG_186493,2023,1.23,0.1
ESG_186494,2023,0.0,0.08
ESG_186498,2023,5.62,1.74
ESG_186499,2023,0.0,3.67
ESG_186501,2023,0.45,5.21
ESG_186502,2023,0.0,1.31
ESG_186503,2023,30.56,15.14
ESG_186506,2023,0.0,3.95
ESG_186508,2023,0.0,0.86
ESG_186511,2023,4.98,1.34
ESG_186523,2023,0.27,0.65
ESG_186525,2023,0.0,0.55
ESG_186526,2023,,
ESG_186529,2023,0.0,3.93
ESG_186533,2023,0.0,28.66
ESG_186551,2023,0.0,20.21
ESG_186559,2023,0.0,0.0
ESG_186561,2023,1.51,1.89
ESG_186564,2023,0.0,0.0
ESG_186568,2023,1.32,1.19
ESG_186574,2023,2.66,2.15
ESG_186577,2023,0.71,0.37
ESG_186594,2023,0.0,0.42
ESG_186598,2023,0.0,4.34
ESG_186603,2023,1.08,0.68
ESG_186616,2023,1.78,0.91
ESG_186622,2023,0.0,0.09
ESG_186626,2023,0.0,24.45
ESG_186630,2023,0.18,12.07
ESG_186633,2023,9.07,2.75
ESG_186634,2023,10.85,40.78
ESG_186635,2023,3.95,4.56
ESG_186640,2023,0.24,1.68
ESG_186643,2023,0.96,1.71
ESG_186644,2023,0.0,0.0
ESG_186645,2023,0.0,0.12
ESG_186646,2023,0.33,10.1
ESG_186648,2023,0.93,0.63
ESG_186649,2023,0.27,0.05
ESG_186650,2023,0.0,1.3
ESG_186652,2023,3.69,34.28
ESG_186654,2023,1.15,0.33
ESG_186655,2023,0.53,0.71
ESG_186657,2023,0.18,0.11
ESG_186659,2023,0.38,0.15
ESG_186660,2023,0.0,0.24
ESG_186661,2023,0.0,0.01
ESG_186662,2023,3.14,1.53
ESG_186670,2023,0.0,0.64
ESG_186672,2023,9.96,2.93
ESG_186674,2023,0.29,7.47
ESG_186675,2023,1.3,2.91
ESG_186678,2023,0.0,0.05
ESG_186681,2023,5.26,22.32
ESG_186682,2023,24.76,27.14
ESG_186684,2023,0.0,0.03
ESG_186686,2023,0.0,1.59
ESG_186689,2023,0.0,0.19
ESG_186692,2023,0.0,5.58
ESG_186695,2023,19.64,3.04
ESG_186697,2023,0.0,0.41
ESG_186698,2023,0.0,8.27
ESG_186702,2023,0.0,1.09
ESG_186703,2023,0.0,0.05
ESG_186705,2023,0.0,0.04
ESG_186706,2023,0.0,0.01
ESG_186707,2023,0.58,1.23
ESG_186779,2023,0.0,1.52
ESG_186780,2023,0.0,0.23
ESG_186798,2023,0.17,0.53
ESG_186800,2023,8.97,36.14
ESG_186804,2023,0.0,37.77
ESG_186808,2023,1.67,2.03
ESG_186810,2023,0.0,14.98
ESG_186813,2023,2.13,1.69
ESG_186815,2023,3.24,29.69
ESG_186817,2023,0.0,0.01
ESG_186818,2023,0.0,0.21
ESG_186820,2023,0.0,0.0
ESG_186821,2023,0.32,0.58
ESG_186822,2023,0.0,0.64
ESG_186824,2023,28.49,13.58
ESG_186825,2023,0.0,28.88
ESG_186828,2023,0.0,0.36
ESG_186831,2023,14.39,6.79
ESG_186833,2023,0.0,1.55
ESG_186838,2023,2.67,6.86
ESG_186839,2023,1.49,6.02
ESG_186841,2023,1.16,2.44
ESG_186844,2023,0.0,0.31
ESG_186847,2023,0.83,0.23
ESG_186848,2023,0.0,4.15
ESG_186850,2023,0.0,0.3
ESG_186854,2023,0.0,2.33
ESG_186861,2023,0.0,0.0
ESG_186864,2023,1.8,0.42
ESG_186865,2023,0.0,37.83
ESG_186873,2023,0.0,0.08
ESG_186886,2023,0.0,0.1
ESG_186895,2023,1.35,2.06
ESG_186901,2023,0.0,0.22
ESG_186903,2023,0.0,0.04
ESG_186917,2023,11.48,4.81
ESG_186918,2023,7.94,30.87
ESG_186923,2023,0.36,5.58
ESG_186924,2023,0.26,7.36
ESG_186935,2023,2.78,3.31
ESG_186937,2023,0.29,0.29
ESG_186939,2023,0.0,13.26
ESG_186944,2023,0.0,0.13
ESG_186945,2023,0.0,1.39
ESG_186947,2023,0.0,21.34
ESG_186963,2023,0.0,0.16
ESG_186970,2023,0.0,3.25
ESG_186975,2023,0.88,0.52
ESG_186978,2023,3.52,4.77
ESG_186980,2023,2.17,0.59
ESG_187021,2023,3.96,2.92
ESG_187024,2023,0.0,25.34
ESG_187026,2023,0.0,0.14
ESG_187028,2023,1.05,1.37
ESG_187033,2023,0.73,0.36
ESG_187034,2023,0.0,0.25
ESG_187035,2023,0.0,1.04
ESG_187036,2023,0.0,0.56
ESG_187038,2023,31.17,37.08
ESG_187041,2023,0.0,0.3
ESG_187042,2023,2.13,2.07
ESG_187048,2023,4.46,1.11
ESG_187052,2023,1.12,2.12
ESG_187062,2023,0.0,1.09
ESG_187063,2023,2.52,0.6
ESG_187064,2023,0.0,17.95
ESG_187065,2023,0.23,5.89
ESG_187066,2023,6.45,5.63
ESG_187068,2023,1.07,6.4
ESG_187069,2023,6.45,0.96
ESG_187070,2023,0.33,0.75
ESG_187071,2023,0.75,4.35
ESG_187073,2023,2.95,2.03
ESG_187081,2023,11.7,19.77
ESG_187087,2023,1.99,1.59
ESG_187102,2023,0.56,3.58
ESG_187107,2023,1.59,2.46
ESG_187109,2023,1.09,1.08
ESG_187113,2023,0.0,0.85
ESG_187115,2023,0.0,0.09
ESG_187117,2023,2.81,1.69
ESG_187125,2023,0.8,2.78
ESG_187126,2023,4.28,6.02
ESG_187129,2023,0.0,1.89
ESG_187132,2023,0.37,1.51
ESG_187150,2023,1.58,4.67
ESG_187152,2023,0.0,0.09
ESG_187157,2023,0.82,2.3
ESG_187162,2023,0.8,0.36
ESG_187166,2023,0.0,2.54
ESG_187176,2023,3.85,3.69
ESG_187178,2023,1.44,2.57
ESG_187180,2023,0.21,4.08
ESG_194961,2023,12.59,24.27
ESG_194963,2023,0.0,0.7
ESG_194968,2023,1.67,0.28
ESG_194971,2023,0.0,2.36
ESG_194974,2023,0.0,0.0
ESG_194985,2023,0.0,0.3
ESG_194990,2023,0.0,1.19
ESG_194993,2023,1.42,2.87
ESG_194998,2023,8.06,8.65
ESG_195003,2023,0.15,1.66
ESG_195006,2023,0.14,0.01
ESG_195010,2023,2.69,1.43
ESG_195022,2023,1.7,1.66
ESG_195033,2023,0.0,1.52
ESG_195043,2023,0.39,0.18
ESG_195064,2023,0.0,0.04
ESG_195066,2023,0.0,2.81
ESG_195068,2023,0.15,0.17
ESG_195072,2023,0.0,0.28
ESG_195081,2023,12.26,4.49
ESG_195085,2023,0.0,0.16
ESG_195092,2023,0.0,0.71
ESG_195095,2023,1.32,7.97
ESG_195103,2023,0.0,0.63
ESG_195107,2023,1.89,0.86
ESG_195120,2023,0.0,0.27
ESG_195130,2023,0.0,0.12
ESG_195133,2023,4.53,1.21
ESG_195140,2023,7.57,2.2
ESG_195145,2023,3.03,1.69
ESG_195148,2023,0.65,0.11
ESG_195150,2023,4.56,3.86
ESG_195152,2023,,
ESG_195178,2023,0.0,0.08
ESG_195184,2023,0.0,2.87
ESG_195193,2023,0.48,0.39
ESG_195230,2023,0.0,14.16
ESG_195243,2023,0.06,0.18
ESG_195248,2023,0.43,0.56
ESG_195250,2023,4.7,0.21
ESG_195270,2023,1.71,6.46
ESG_195276,2023,14.91,14.04
ESG_195280,2023,3.47,4.86
ESG_195288,2023,18.07,16.59
ESG_195290,2023,2.89,1.65
ESG_195297,2023,3.62,6.68
ESG_195309,2023,2.0,1.18
ESG_195314,2023,0.0,0.67
ESG_195320,2023,1.06,2.05
ESG_195327,2023,2.01,2.19
ESG_195331,2023,1.85,6.36
ESG_195340,2023,2.47,7.63
ESG_195362,2023,0.0,2.96
ESG_195367,2023,0.89,2.25
ESG_195370,2023,1.01,7.11
ESG_195375,2023,1.75,0.51
ESG_195376,2023,0.82,1.25
ESG_195378,2023,0.0,0.92
ESG_195381,2023,0.0,0.11
ESG_195386,2023,0.59,1.03
ESG_195390,2023,6.27,29.47
ESG_195445,2023,0.0,11.19
ESG_195454,2023,0.24,0.37
ESG_195463,2023,3.2,1.31
ESG_195485,2023,0.51,5.56
ESG_195491,2023,0.0,0.11
ESG_195496,2023,0.14,0.73
ESG_195498,2023,7.59,0.98
ESG_195506,2023,1.1,0.79
ESG_195523,2023,2.11,0.28
ESG_195527,2023,0.0,0.62
ESG_195532,2023,0.35,0.77
ESG_195535,2023,0.41,0.13
ESG_195542,2023,0.27,3.3
